lat,long,name,firstname,live_year,Dates de vie et de mort,Ville ou pays d'origine,Liens familiaux,Titre,Lieux d'habitations,Œuvres parisiennes,Œuvres versaillaises,autres œuvres,notes,documents,Collaborations connues,Inventaire après décès
,,COUSTOU,Guillaume,,1677-1746,"Né à Lyon, meurt à Paris","fils de françois, tailleur de bois. Elève de son grand frère nicolas et de son oncle coysevox. Marié à Geneviève Julie Morel en 1710. 15 enfants donr le sculpteur Guillaume II.","second prix de sculpture en 1696, premier prix en1697. En 1704, reçu à l’académie. En 1715 il est fait professeur, en 1726 assistant recteur. Recteur en 1733",a Rome de 1697 à 1700 où il travaille avec le sculpteur française Pierre II Legros,"1696  Joseph interprétant les rves de Pharaons, bas relief, 2nd prix de sculpture, Les frères de Joseph… 1er prix en 1697, disparu aussi. Faune portant un enfant, entre1698 et 1700, disparu. Ange adorant, 1702 pour le dôme des invalides, détruit après que Pigalle ait réalisé les nges en marbre. 1702 : travaux pour le baldaquin de l’autel principal du dôme des invalides, en collaboration avec van clève, détruit à la révolution.
1704 : morceau de réction hercule sur le bucher, Louvre (versions en terre cuite et bronze). 
Sculpture décorant l’entrée de l’hôtel de soubise, en 1705, en collaboration avec Bourdy, paiement de 3300 livres.
Louis XIII pour le monument représentant le vœu de Louis XIII dans le chœur de Ntre Dame de Paris, 1712-15, paiement 8100 livres, en collaboration avec son frère qui fait la pieta. 
Cicar 1721, buste en marbre de marc rené de Voyer de Paulmy, marquis d’argenson, pour la tombe de st nicolas du chardonneret. 
1722 : statue de st françois xavier, dans l’église de st germain des pr-s. 
1722 : st ifnace, statue en marbre dans l’église de st germain des près 
1733 : groupe en plâtre : Louis XV entre la vrité et la justice, pour la chambre du parlement du palais de justice . détruit.
1724-30 : sculptures pour le palais bourbon. 
D’autres sculptures mais qui dépassent notre limite chronologique.","travaux sur les bassins d’apollon, corniches de la chambre du roi, la foi et la religion pour la chapelle, chérubins, deux groupes d’enfants, st jérome et st augustin, des trophés, dle père de l’église, des tetes de chérubins + des travaux à la tribune royale. Enormément de travaux. Hippomène et bacchus, daphné. Monument au cœur de louis XIV, vers 1720, détruit.","Le Rhône en 1714-20, à Lyon. Tombe du maréchal d’Estrées et de sa femme, . 1720, originellement pour le couvent des bons hommes à Passy.  1724 : sulptures pour le point à blois.",,Souchal +  F.L. 14134,"1702 : travaux pour le baldaquin de l’autel principal du dôme des invalides, en collaboration avec van clève, détruit à la révolution. Sculpture décorant l’entrée de l’hôtel de soubise, en 1705, en collaboration avec Bourdy, paiement de 3300 livres. Louis XIII pour le monument représentant le vœu de Louis XIII dans le chœur de Ntre Dame de Paris, 1712-15, paiement 8100 livres, en collaboration avec son frère qui fait la pieta.","inventaires après décès de g. morel, 13 octobre 1734."
,,COYSEVOX,Antoine,,1640-1720,Né à Lyon.  ,"Fils de Pierre, menuisier et Isabelle Morel, de Lyon. En 1666 se marie à Marguerite Quillerier, nièce de Lerambert, qui meurt l'année d'après. Se remarie à Claude (ou Claudine) Bourdy en 1679 avec qui il a onze enfants, trois d'entre eux ont servis dans l'armée du roi d'Espagne et le régiment de Navarre, un garçon : Pierre (FL.12584), un fils : Martial  12693, une fille : Susane : 12694, une fille Anne Virginie (F.L. 14283)","En 1666 : titre de sculpteur du roi. A Lyon, il est assistant professeur à l'académie en 1676, en 1677 : professeur à Lyon. En 1690 : fait assistant recteur de l'académie royale.  En 1694 : recteur. En 1702 : il est élu directeur de l'académie, réélu à l'unanimité en 1704.","Arrive à Paris en 1657, travaille sous les ordres de Lerambert et d'autres sculpteurs. De 1667 à 1671, il est à Saverne, en Alsace, au service du cardinal François-Egon de Furstemberg, prince de Strasbourg, qui lui a commandé le décor de son nouveau palai, là il a commencé à signer les sculptures de son propre nom. Retourne à Paris en 1671, puis à Lyon en 1675-76. En 1678, il est établit à Paris. En 1684 il vit aux Gobelins et a un studio à Versailles. En 1698 : on lui done un appartement aux galeries du Louvre.  1700 : habite place du Carrousel avec sa femme. Le 13 septembre 1707 il est dit habitant rue du Chantre. En 1709 il habite toujours rue du Chantre, près du Louvre, où il vivra jusqu'à la fin de sa vie.","1667 :  sculptures décoratives au Louvre, stuc. 1676-79 : Buste de Charles Le Brun pour l'académie. 1677 : buste de Jean-Baptiste Colbert, pour l'académie.  1677 : Buste du Grand Condé. 1677 : buste du chancellier Michel Le Tellier. 1685-87 : la tombe de Colbert, marbre, en collaboration avec Tuby. 1687 : travaux pour l'hôtel de François Le Juge, rue du Grand Chantier. 1687-89 : monuments à Louis XIV pour l'hôtel de ville.  1689-93 : tombe du cardinal Mazarin, marbre et bronze, chapelle de l'institut.  1693 : Buste de Mazarin, gallerie des antiques du Louvre. 1693-96 : sculpture décorative pour la voûte de la chapelle St Augustin, dôme des Invalides.  1695 : tombe de François de Blanchefort de Créqui, maréchal de France, marbre et bronze.  1695 : tombe de François d'Argouges, église ST Paul. 1695-1706 : Charlemagne, statue, marbre, dôme des Invalides. 1697 : tombeau de Madeleine BLondeau, veuve de Michel d'Aligre. 1698 : Jules Hardouin-Mansart, buste, marbre, bibliothèque Ste Geneviève. 1698-99 ; deux pères de l'église, pour le dôme des Invalides. Salon de 1699 : La reine Marie-Thérèzse, buste, marbre et femme inconnue, buste, marbre et LOuis XIV, buste, marbre. Vers 1700 : Tombe de Ferdinand-Egon de Furstenberg, pierre et stuc, st germain des près. 1700-06 : Anges, Dôme des Invalides. 1700 : Buste de Le Nôtre, marbre. 1701-02 : Mercure et la renommée, deux statues équestres, marbre, place de la concorde. 1702 : Tombe du marquis de Nangis, chapelle de Nangis.  1704-07 : Robert de Cotte, buste. 1704 : Turenne, buste. 1704 : Vauban, buste. 1704 : Chevalier de la Vallière, buste. 1704 : Madame de la Ravois. 1706 : buste de Marie-Serre. 1711 : Jacques Gabriel, architecte, buste, marbre. 1711 : Charles-Maurice Le Tellier, archevêque de Reims, buste, marbre. 1712 : Tombe d'Hardouin-Mansart, bas relief, marbre, st paul. 1713 -15 : Louis XIV complétant le voeu de Louis XIII et la Vierge, statue, marbre.","De nombreuses oeurves à Versailles, dont : 1679 : Statue d'Apollon, en pierre. 1678-81 : Buste de Louis XIV, marbre. 1678 : décoration pour le Grand Escalier des Ambassadeurs. 1678-82 : décoration des quatre pavillons dans la cour avant.  1679-82 : décoration à la Grande Galerie. 1679 : Buste de Louis XIV. 1679 : Buste du Grand Dauphin, marbre. 1680 : conoles. 1680 = restaurations des termes du petit parc. 1680 : La Force et la Justice, deux statues, pierre. 1680-81 : L'abondance, groupe, pierre. 1681-82 : décoration de l'escalier des princes.  1681-83 : décoration du salon de la guerre. 1681-83 : décoration du mur nord du salon de la guerre.  1682 : dessus de porte du cabinet des bijoux. 1682-83 : deux vases. 1682 : travaux pour l'aile sud. 1682-83 : travaux pour le bosquet de l'arc de triomphe. 1683-85 : nymphe et coquille, statue, marbre.  1683-85 : Vénus Médicis, statue, marbre.  1684-85  : vase de la guerre, versailles. 1684-86 : deux chapiteaux dans la salle des gardes du roi. 1684-86 : Vénus accroupie, statue marbre pour le parterre nord. 1685-87 : décoration pour la colonnade, bas relief, marbre. 1686-86 : La Garonne, groupe en bronze. 1685-86 : La Dordogne, bronze. 1685-1712 : Castor et Pollux, groupe en marbre.  1686 : buste de Louis XIV. 1687-88 : chapiteaux. 1697 : vase, Marly. 1698-1711 : qautre groupes pour la rivière, marly. 1675, Neptune, groupe, marbre et Amphitrite, groupe, marbre, pour Marly. La seine,statue, marbre, marly. La Marne, statue, marbre, Marly.  1708-10 : Faaune ou Pan jouant de la flute, La nymphe des bois et Flore, pour Marly. 1710 : Marie-Adélaïde de Savoie, duchesse de Bourgogne.","1667-71 : décoration au palais de l'archevêque, Saverne.  1675 : Buste de Neuville de Villeroy. 1676 : Vierge et l'enfant, groupe en marbre, Lyon. En 1677-78 : tombe de Nicolas Bautru, marquis de Vaubrun et sa femme, chapelle du Château de Serrant. 1678 : Rivière, groupe en pierre pour le château de Sceaux. 1683 : La reine Marie-Thérèse, pour le palais d'Aranjuez. 1683 : buste du grand dauphin pour le palais d'Aranjuez. 1686 : travaux de restauration à Chantilly.  1686 : Le grand condé, bas relief, médailon, chantilly. 1686 : le Grand Condé, buste, terre cuite.1687-90 : le grand coné, statue, marbre. 1686-93 : statue équestre de Louis XIV à Rennes. 1700 : Mathieu Prior, Westminster Abbey. 1700 : duc de Richelieu, Chantilly. 1704-11 : tombe d'Henri de Lorraine, comte d'Harcourt, abbaye de Royaumont. 1712 ; FRançois du Vauxel, fermier général, buste, marbre pour le château de la Norville. 1712 : Madame du Vaucel, buste, marbre. 1716 : LOuis XIV enfant, buste, marbre. 1716 : marquis de Louvois, buste, marbre. 1718 : Maréchal de Villars, buste, marbre. 1718 : cardinal Melchior de Polignac, buste, marbre. 1719 : Louis XV enfant, buste, marbre. (SD), marquis de Louvois, buste, marbre. (SD), chancelier Boucherat, buste, plâtre. 1702 : Antoine oysevox, buste, marbre. (SD), Antoine Coypel, buste, marbre.  (SD), Gerard Audran, buste. (SD), home inconnu, buste, terre cuite. (SD), cardinal de Bouillon, buste, marbre. (SD) Gerard Edelinck, buste, terre cuite. (SD) Jean Baptiste Fermel'huis, buste, marbre. (SD) homme inconnu, buste, marbre. (SD), Charles d'Albert, duc de Chaulnes, buste, marbre. (SD), président de Harlay, buste, marbre. (SD) Le duc de Montausier, buste, marbre. (SD), homme inconnu, buste, marbre. (SD), homme inconnu, buste, marbre. (SD) dessin pour la tombe de Marie Le Camus.",au baptême de sa fille Anne Virginie assiste le sculpteur Jean Baptiste Tuby (F.L. 14283). En 1702 : Louis XIV lui donne une pension étonemment haute de 4000 livres.,"Souchal T1, MC/ET/CXVIII/266 et MC/ET/CXV/309 F.L. 12584, F.L. 12693, F.L. 12694, F.L. 14283, F.L. 16694",Avec Collignon en 1677-78 pour la tombe de Nicolas Bautru et sa femme.  Avec Tuby en 1685-87 pour la tombe de Colbert.,
,,CUISSIN,François,,,,,En 1705 : Sculpteur ordinaire du roi,"En 1705 : demeure rue Feydeau MC/ET/III/800 , y habite toujours en 1708MC/ET/III/807",,,,,MC/ET/III/807 et MC/ET/III/800,,
,,D'ORBAY,Pierre,,Naissance c. 1682 (il est dit avoir 23 ans en 1705 MC/ET/VI/322 ),,"Son père, Jean d'Orbay, était architecte entrepreneur des Bâtiments du roi juré expert. Marié à Marie-Madeleine Margrain",En 1705 il est sculpteur et bourgeois de Paris (MC/ET/VI/322 ),En 1705 demeure rue de la Poissonerie,,,,"Régime matrimonial : communauté. - Dot : 1.000 livres (150 livres en deniers comptants, dont quittance, 450 livres en meubles et trousseau et 400 livres représentées par le logement et la nourriture que la dame Margrain s'engage à fournir aux époux pendant deux ans à dater de leur mariage. - Douaire : 400 livres.",MC/ET/VI/322,,
,,DALLICHAMPS,Pierre,,,,"Marié à Angélique Duplessy, un fils : François (F.L. 14880), une fille : Catherine Françoise (F.L. 14881)",En 1690 qualifié de maitre sculpteur (F.L. 14880),"En 1690 : habite rue Fremanteau (F.L. 14880) en 1691, habitent rue de Beauvais (F.L. 14881)",,,,,F.L. 14880 ; F.L. 14881,,
,,DE BEAUSSIEU,Jean,,,,Marié à Jacqueline Bourgeois,Sculpteur du roi,Rue des Gravilliers (non daté),,,,,MC : MC/ET/XCII/336,,
,,DEDIEU,Jean,,1646-1727,Né à Arles,"Fils de Guillaume Dedieu, menuisier à Arles et Marthe Guillaume. Marié à Jeanne Danta, un fils : Etienne (F.L. 16748)","En 1683 il est dit sculpteur (F.L. 16748. en 1695 il est dit sculpteur du roy (F.L. 16752) le 1er octobre 1719 il est dit sculpteur du roi MC/ET/II/54. Il est agrée à l'académie royale de peinture et de sculpture le 6 décembre 1687 pour un médaillon représetant St Philippe, il ne devint jamais académicien.",En 1683 il demeure rue Fremanteau (F.L. 16748). En 1691 : il habite rue des boucheries St Honoré (FL65067). En 1695 : il est dit sculpteur du roy et edemeure dans le Louvre (F.L. 16752) En 1719 : demeure dans l'enclos du Louvre,"1690-1691 : décoration des chapiteaux et des consoles du dôme de l'église des Invalides. 1691 : sculpture de vingt-quatre chapiteaux et de quarante-quatre colonnes aux bâtiments de la place Vendôme, payé 740 livres.  1692-98 : huit chapiteaux de pierre dans les chapelles de l'église des Invalides. 1698-99 : une figure sculptée sur l'un des panneaux de la voûte du dôme des Invalides, 1000 livres. 1705 : Saint Eutrope, statue, dans une des chapelles de l'église des Invalides (disparue).","Exécute de nombreux ouvrages pour Versailles, Trianon et Marly dont : 1684-87 : Bacchante, terme en marbre pour le pourtour du parterre de Latone dans le parc de Versailles.1686-1695 : Lysias, terme en marbre, d'après un dessin de Pierre Mignard pour le pourtour du parterre nord, ce terme est le précédent furent payés 7000 livres. 1685-86 : travaux de décoration à la colonnade du parc de Versailles, payé 640 livres. 1688 : six chapiteaux en marbre pour TRianon, payé 1.186 livres.  1697 : vase en marbre pour le chateau de Marly. 1697-98 : deux masques en plomb et deux monstres marins pour Marly, payé 548 livres. 1699 : ouvrage de sculpture pour l'un des pavillons du jardin de la Ménagerie, versailles. 1703-1704 : deux groupes de tritons en plomb pour le parc de Marly, en collaboration avec Flamen, Lepautre, Le Lorrain et La Pierre. 1704 : sculpture aux chapiteaux et aux modillons de la corniche de la chapelle du château de Versailles. 1708-1709 : Enfants portant les attributs du culte catholiques, bas relief en pierre placé au dessus d'une des grandes fenêtres, à l'extérieur de la chapelle du château de Versailles.  1708-09 : Trophées de musique, bas relief, tribune de la chapelle du château de Versailles. 1710 : Nymphe de Diane, statue en marbre pour le parc de Marly.  (SD), deux hommes et deux chevaux sculptés d'après Piganiol, sur le fronton de l'une des portes des Ecuries de Versailles.","1673 : armoiries du roi et trophées sculptés à l'hôtel de ville d'Arles. 1675 : statue équestre de Louis XIV en face du grand escalier de l'hôtel de ville, statue détruite à la révolution. 1675 : deux lions à l'entrée du grand escalier de l'hôtel de ville d'Arles. 1676-77 : un soleil doré ayant le visage du Roi, décorant le haut d'un obélisque élevé dans la ville d'Arles. 1681 : La femme adultère, groupe en pierre d'un mètre vingt-sept pour le tour du choeur de la cathédrale de Chartres. 1697 :Projet de tombeau pour Pierre Mignard après un marché entre l'artiste et la comtesse de Feuquières, fille du peintre","Assiste au mariage du sculpteur Lazare Verrier, en compagnie de Philippe Mazière. FL65067. s'installe à Paris après avoir travaillé dans sa ville natale, Arles.En 1684 il est envoyé à Arles avec mission de ramener à Versailles la Vénus antique. L'année suivante, envoyé au Havre pour prendre la statue en marbre de Louis XIV, oeuvre du Bernin, qu'on venait d'expédier de Rom, touche 280 livres. Il a écrit les mémoire de Pierre Puget, qu'il a bien connu mais dont il n'était pas l'élève.  1703-1704 : deux groupes de tritons en plomb pour le parc de Marly, en collaboration avec Flamen, Lepautre, Le Lorrain et La Pierre.",MC/ET/II/54  + F.L. 16748 + F.L. 16752 + fl65067,,
,,DE LA COUR,George,,,,,En 1686 :  sculpteur du roy,En 1686 : habite rue du chantre FL32528,,,,,FL32528,,
,,DE LA HAYE,Clément,,,,,En 1682 : maitre sculpteur à Paris,"En 1682 : demeure rue du four, paroisse St Sulpice FL37838",,,,"En 1682 assiste au mariage de Robert Langlois, 31 ans, sculpteur. Y assistent aussi Jean Boullanger, peintre; Jean Soleime, aussi sculpteur et Jacques le gendre, cocher du roi.",FL37838,,
,,DE SAINT LAURENT,Claude-Nicolas,,,,"Egalement sculpteurs : Louis de St Laurent, frère, et Jean de St Laurent (lien familial non précisé) F.L. 20854",en 1704 : sculpteur FL 20854,En 1704 habite grande rue du faubourg St Antoine F.L. 20854,,,,,F.L. 20854,,
,,DE SAINT LAURENT,Jean,,,,"Egalement sculpteurs : Louis de St Laurent, frère, et  Claude Nicolas de St Laurent (lien familial non précisé) F.L. 20854",en 1704 : sculpteur FL 20854,"En 1704 habite rue de l'Eschelle, paroisse St Roch",,,,,F.L. 20854,,
,,DE SAINT LAURENT,Louis,,,,"Egalement sculpteurs : Claude Nicolas de St Laurent, frère, et Jean de St Laurent (lien familial non précisé) F.L. 20854",en 1704 : sculpteur FL 20854,En 1704 demeure rue du faubourg St Antoine F.L. 20854,,,,,F.L. 20854,,
,,DE SEIGNEUR,Jean,,,,"beau frère du sculpteur Pierre Briay à cause de sa femme Denise Bruyer, sœur de Pierre Briay (F.L. 8368)",maitre sculpteur,"En 1688 habite rue Bourlabbé, paroisse St Leu ST Gilles (F.L. 8368)",,,,,F.L. 8368,,
,,DE VILLÈNE,Louis,,,,,en 1676 sculpteur,en 1676 paroisse St Sulpice,,,,"assiste au mariage de Claude Carolus, sculpteur",F.L. 9832,,
,,DELORME,Isaac Philippe,,,,"Marié à Charlotte Coignay, un fils Henry Philippe (F.L. 19755)",,En 1683 il habite rue St Germain (F.L. 19755),,,,,(F.L. 19755),,
,,DEPERROY,Jean,,,,,En 1717 : maitre sculpteur (F.L. 20422),En 1717 il habite rue et paroisse St Jacques ( F.L. 20422),,,,,F.L. 20422,,
,,DERBAIS,Jérôme,,,,"Femme : Marguertite Guérin, Fils : François Derbais avocat au parlement et Michel Derbais, bourgeois de Paris","Maitre sculpteur et marbrier. Dans le Lami, qualifié de sculpteur du roi, ornemaniste et marbier. En 1676, admis au nombre des membres de l'Académie de St Luc.","Le 26 mai 1700, demeure rue Poissonière, y réside toujours en 1711. Le 11 octobre 1711 : Bail pour dix ans, par Jérôme Derbais, sculpteur des bâtiments du roi, demeurant rue Poissonnière, tant en son nom qu'au nom de Mathurin Durant, maître ordinaire à la chambre des comptes, à Jean-François Charmolère de La Garde, écuyer, et Étienne-Vincent Lemée, conseiller au parlement, d'une grande maison sise en haut de la rue Montmartre, composée de trois corps de logis avec cour et jardin, moyennant 3 000 livres de loyer annuel. MC/ET/VII/273. En 1679 : habitait rue de Bourbon, paroisse St Laurent (Lami)","le 9 février 1685 : contrat avec le maréchal de la feuillade pour une statue du roi et un autre marché avec le même maréchal pour des travaux et fournitures.  Quittance le 23 juin 1700 pour des trvaux fait dans une maison sise rue du Gros Chenet, à Elizabeth Simon. Cité pour des ouvrages de marbrerie aux Invalides et Notre-Dame de Paris. Donne quittance avec le sculpteur Laurent Magnier d'une somme de 2580 livres pour des travaux exécutés à la chapelle Sainte-Marguerite dans l'abbaye de St Germain-des-près. En 1686, sculpte deux bénitiers pour l'église des capucines de la place Vendôme.","Cité pour des ouvrages de marbrerie à Versailles, Trianon, Marly. En 1673 et 1674, travaille avec ses confrères Jean Legrue et Hubert Misson à la grande cuve en marbre du cabinet des bains de Versailles. En 1702 reçoit 3400 livres pour un groupe de marbre représentant Le temps qui élève la vertu et les Arts"", placé au 18e dans le bosquet de marly.","Coté pour des ouvrages de marbrerie à St Germain en Laye, Fontainebleau. En 1697, touche 12.290 livres comme paiement de trois figures de marbre blanc, une figure de bronze représentant le Gladiateur moulé sur l'antique et 40 scabellons de marbre de rance et blanc et noir"". Un buste du Grand Condé, un buste de Turenne aujourd'hui au musée de Chantilly. on lui attribue aussi un buste en bronze de Louis XIV d'après Bernin, érigé en 1686 sur la place publique du Québec dans la Nouvelle FRance.",Donne quittance avec le sculpteur Laurent Magnier d'une somme de 2580 livres pour des travaux exécutés à la chapelle Sainte-Marguerite dans l'abbaye de St Germain-des-près.,MC/ET/CXIII/183  et MC/ET/XCII/308 et MC/ET/XXXVI/373 et MC/ET/VII/273  et LAMI,,non
,,DEROUARD,Charles,,,,"A un frère Jean Jacques Nicolas Derouard, maitre sculpteur et son père : Jacques Derouart est également suclpteur. F.L. 20685",En 1716 : maitre sculpteur FL20685,"En 1716 habite rue de Beauregard, paroisse de Bonne Nouvelle FL20685",,,,,F.L. 20685,,
,,DESGOULLONS ou DUGOULLONS,Jean,,Meurt en 1687,,,1671 : nommé membre de l'Académie de St Luc.,En 1677-1678 : se trouvait à Angoulême.En 1684 : de retour à Paris après son séjour à Angoulême.,,"En 1684 il faut huit chapiteaux et un vase de marbre pour Versailles. Vers la même époque, sculpte aussi un groupe d'enfants pour le petit parc de Versailles, fut aussi occupé à la colonade.","1670 : un retable en pierre pour l'autel des trois maries dans la cathédrale d'Angoulême, avec l'aide de François Claude, sculpteur de Limoges. Vers 1684 : travaille également au château de St Germain en Laye",,LAMI,"1670 : un retable en pierre pour l'autel des trois maries dans la cathédrale d'Angoulême, avec l'aide de François Claude, sculpteur de Limoges.",
,,DESGOULLONS,Jules,,,,,Titre de sculpteur ordinaire des bâtiments des roi,"En 1726 : il est dit habitant rue de Bourbon et être propriétaire d'une maison sise dans la censive du prieuré, rue Neuve Saint Martin, il reconnaît éagelemtn être propriétaire de deux terrains situés dans la même censive, rue MeslayMC/ET/X/371 En 1729 : demeure rue de Bourbon MC/ET/CXVIII/373","1699-1714 : stalles du chœur de l'église Notre-Dame de Paris, executéess sous la direction et d'après les dessins de Jules Desgoullons par Louis Marteau et Jean Noël. 1705-1706 : sculptures en bois du maitre autel de l'église des Invalides.  1709 : ouvrages de sculpture en bois dans l'hôtel de LOngueville, rue des POulies à Paris. (SD) boiseries pour l'ancien hôtel de Lassay.","1698-170& : travaux de sculpture en bois à la ménagerie de Versailles. 1698 : décoration d'un oratoire dans la première chapelle de l'église des Récollets de Versailles, en collaboration avec Pierre Taupin. 1699 : sculptures en bois dans la petite chambre de la princesse de Conti. 1699 : huit grands cadres dans les vestibules du chateau de Marly. 1699 : décoration de la cheminée de la chambre de Mme de Maintenon dans le chateau de Meudon, en collaboration avec André Legoupil, payé 641 livres.  1699 : huit grands cadres dans les vestibules du château de Marly. 1700-1706 : ouvrages de sculpture dans les appartements de Trianon.  1700 : décoration de la cheminée de la chambre du comte de Brionne dans la grande écurie du Roi à Versailles.  1700 : ouvrages de sculpture à la surintendance des bâtiments, Versailles. 1700 : sculpture des bancs de pierre du parc de Marly. 1701 : pieds de table de marbre pour Marly. 1701-11 : Ouvrages de sculpture au château de Fontainebleau.  1705 : ornements à la corniche intérieure de la chaeplle du château de Versailles.1705-1707 : collaboration à la construction du grand baldaquin  placé autrefois sur le groupe des bains d'Apollon. 1709 : sculptures du buffet d'orgue de la chapelle du château de Versailles, en collaboration avec Le Goupil, Taupin, Belan, Diot et Robert de Lalande. 1712 : décoration des appartements du duc de Berry. 1712 : ouvrahes de sculpture en bois à Marly. 1713 : décoration des appartements de la duchesse d'Orléans. 1714-15 : sculptures en bois ornant le salon de l'Oeil de Boeuf. 1714-15 : boiseries de la bibliothèque du roi. (SD) sculpture des petits appartements de Louis XV.","1699 : décoration de la cheminée de la chambre de Mme de Maintenon, dans le chateau de Meudon, en collaboration avec André Legoupil. 1699 :bordures des glaces du cabinet de meudon. 1702 : stalles de la cathédrale d'Orléans d'après les dessins de Jacques-Jules Gabriel, controleur général des bâtiments du roi, disparues à la révolution.  1705 : décoration de la chapelle d'entrée du chateau de Meudon. 1705 : trône épiscopal de la cathédrale d'Orléans, menuiserie faite par Jean Guesnon, menuisier ordinaire du roi, habitant faubourg St Denis.  1713-1714 : panneaux, chambranles et trumeaux sculptés pour les appartements royaux du palais de Madrid,réalisées à Paris d'après les dessins de Robert de Cotte, en collaboration avec Taupin, Bellan, LeGoupil. 1714-15 : sculpture des gondolles et des galliottes du canal du chateau de Fontainebleau.",,MC/ET/X/371  et LAMI,De nombreuses collaboration avec Legoupil et Taupin avec qui il était en societé.,
